ikey	Location	Source	Chronological Frame	Language
PH278186	Nicaea	IK Iznik 1121	3rd c. AD	Greek
PH278194	Nicaea	IK Iznik 1132	3rd c. AD	Greek
PH278226	Nicaea	IK Iznik 1237	3rd c. AD	Greek
PH278250	Nicaea	IK Iznik 1262	3rd c. AD	Greek
PH278251	Nicaea	IK Iznik 1263	3rd c. AD	Greek
PH278262	Nicaea	IK Iznik 1291	3rd c. AD	Greek
PH278283	Nicaea	IK Iznik 1312	3rd c. AD	Greek
PH278294	Nicaea	IK Iznik 1323	3rd c. AD	Greek
PH278347	Nicaea	IK Iznik 1376	3rd c. AD	Greek
PH278353	Nicaea	IK Iznik 1382	3rd c. AD	Greek
PH278354	Nicaea	IK Iznik 1383	3rd c. AD	Greek
PH278355	Nicaea	IK Iznik 1384	3rd c. AD	Greek
PH278357	Nicaea	IK Iznik 1386	3rd c. AD	Greek
PH278417	Nicaea	IK Iznik 1452	3rd c. AD	Greek
PH278437	Nicaea	IK Iznik 1472	3rd c. AD	Greek
PH278464	Nicaea	IK Iznik 1509	3rd c. AD	Greek
PH278466	Nicaea	IK Iznik 1511	3rd c. AD	Greek
PH278491	Nicaea	IK Iznik 1596	3rd c. AD	Greek
PH277914	Nicaea	IK Iznik 193	3rd c. AD	Greek
PH277964	Nicaea	IK Iznik 286	3rd c. AD	Greek
PH277841	Nicaea	IK Iznik 61	3rd c. AD	Greek
PH277842	Nicaea	IK Iznik 62	3rd c. AD	Greek
PH277843	Nicaea	IK Iznik 63	3rd c. AD	Greek
PH277845	Nicaea	IK Iznik 65	3rd c. AD	Greek
PH277860	Nicaea	IK Iznik 90	3rd c. AD	Greek
PH279814	Nicaea	SEG 33: 1080	3rd c. AD	Greek
PH278358	Nicaea	IK Iznik 1387	3rd – 4th c. AD?	Greek
PH278176	Nicaea	IK Iznik 1101	3rd – 4th c. AD	Greek
PH278187	Nicaea	IK Iznik 1123	3rd – 4th c. AD	Greek
PH278297	Nicaea	IK Iznik 1326	3rd – 4th c. AD	Greek
PH278300	Nicaea	IK Iznik 1329	3rd – 4th c. AD	Greek
PH278349	Nicaea	IK Iznik 1378	3rd – 4th c. AD	Greek
PH278361	Nicaea	IK Iznik 1390	3rd – 4th c. AD	Greek
PH278420	Nicaea	IK Iznik 1455	3rd – 4th c. AD	Greek
PH278479	Nicaea	IK Iznik 1584	3rd – 4th c. AD	Greek
PH278486	Nicaea	IK Iznik 1591	3rd – 4th c. AD	Greek
PH277965	Nicaea	IK Iznik 287	3rd – 4th c. AD	Greek
PH277850	Nicaea	IK Iznik 70	395–408 AD	Latin
PH277847	Nicaea	IK Iznik 67	379–392 AD	Latin
PH278110	Nicaea	IK Iznik 1011	364–367 AD	Latin
PH278112	Nicaea	IK Iznik 1013	364–367 AD	Latin
PH278120	Nicaea	IK Iznik 1021	364–367 AD	Latin
PH278127	Nicaea	IK Iznik 1028	364–367 AD	Latin
PH278128	Nicaea	IK Iznik 1029	364–367 AD	Latin
PH278119	Nicaea	IK Iznik 1020	363/364 AD	Latin
PH278118	Nicaea	IK Iznik 1019	361–363 AD	Latin
PH278104	Nicaea	IK Iznik 1005	337–340 AD	Greek
PH278109	Nicaea	IK Iznik 1010	337–340 AD	Latin
PH278117	Nicaea	IK Iznik 1018	337–340 AD	Latin
PH278124	Nicaea	IK Iznik 1025	337–340 AD	Latin
PH278126	Nicaea	IK Iznik 1027	337–340 AD	Latin
	Nicaea	SEG 55: 1356	2nd/3rd century AD ?	Greek
	Nicaea	SEG 55: 1353	2nd/3rd century AD	Greek
	Nicaea	SEG 55: 1354	2nd/3rd century AD	Greek
	Nicaea	SEG 55: 1355	2nd/3rd century AD	Greek
	Nicaea	SEG 55: 1364	2nd/3rd century AD	Greek
PH278367	Nicaea	IK Iznik 1396	2nd half of the 2nd c. AD	Greek
	Nicaea	SEG 55: 1350	2nd century AD ? 	Greek
	Nicaea	SEG 55: 1351	2nd century AD ? 	Greek
	Nicaea	SEG 55: 1352	2nd century AD ? 	Greek
	Nicaea	SEG 49: 1789	2nd century AD	Greek
	Nicaea	SEG 57: 1278	2nd century AD	Greek
	Nicaea	SEG 56: 1392	2nd century AD	Greek
	Nicaea	SEG 56: 1393	2nd century AD	Greek
	Nicaea	SEG 55: 1348	2nd century AD	Greek
	Nicaea	SEG 55: 1349	2nd century AD	Greek
	Nicaea	SEG 55: 1358	2nd century AD	Greek
	Nicaea	SEG 60: 1345	2nd century AD	Greek
	Nicaea	SEG 60: 1346	2nd century AD	Greek
	Nicaea	SEG 60: 1347	2nd century AD	Greek
	Nicaea	SEG 60: 1348	2nd century AD	Greek
	Nicaea	SEG 60: 1349	2nd century AD	Greek
PH278152	Nicaea	IK Iznik 1067	2nd c. AD?	Greek
PH278164	Nicaea	IK Iznik 1089	2nd c. AD?	Greek
PH278199	Nicaea	IK Iznik 1151	2nd c. AD?	Greek
PH278225	Nicaea	IK Iznik 1236	2nd c. AD?	Greek
PH278267	Nicaea	IK Iznik 1296	2nd c. AD?	Greek
PH278305	Nicaea	IK Iznik 1334	2nd c. AD?	Greek
PH278335	Nicaea	IK Iznik 1364	2nd c. AD?	Greek
PH278336	Nicaea	IK Iznik 1365	2nd c. AD?	Greek
PH278351	Nicaea	IK Iznik 1380	2nd c. AD?	Greek
PH278363	Nicaea	IK Iznik 1392	2nd c. AD?	Greek
PH278371	Nicaea	IK Iznik 1402	2nd c. AD?	Greek
PH278373	Nicaea	IK Iznik 1404	2nd c. AD?	Greek
PH278374	Nicaea	IK Iznik 1405	2nd c. AD?	Greek
PH278375	Nicaea	IK Iznik 1406	2nd c. AD?	Greek
PH278376	Nicaea	IK Iznik 1407	2nd c. AD?	Greek
PH278377	Nicaea	IK Iznik 1408	2nd c. AD?	Greek
PH278378	Nicaea	IK Iznik 1409	2nd c. AD?	Greek
PH278379	Nicaea	IK Iznik 1410	2nd c. AD?	Greek
PH278380	Nicaea	IK Iznik 1411	2nd c. AD?	Greek
PH278381	Nicaea	IK Iznik 1412	2nd c. AD?	Greek
PH278382	Nicaea	IK Iznik 1413	2nd c. AD?	Greek
PH278383	Nicaea	IK Iznik 1414	2nd c. AD?	Greek
PH278384	Nicaea	IK Iznik 1415	2nd c. AD?	Greek
PH278385	Nicaea	IK Iznik 1416	2nd c. AD?	Greek
PH278386	Nicaea	IK Iznik 1418	2nd c. AD?	Greek
PH278387	Nicaea	IK Iznik 1419	2nd c. AD?	Greek
PH278388	Nicaea	IK Iznik 1420	2nd c. AD?	Greek
PH278389	Nicaea	IK Iznik 1421	2nd c. AD?	Greek
PH278391	Nicaea	IK Iznik 1423	2nd c. AD?	Greek
PH278392	Nicaea	IK Iznik 1424	2nd c. AD?	Greek
PH278393	Nicaea	IK Iznik 1425	2nd c. AD?	Greek
PH278394	Nicaea	IK Iznik 1426	2nd c. AD?	Greek
PH278395	Nicaea	IK Iznik 1427	2nd c. AD?	Greek
PH278403	Nicaea	IK Iznik 1437	2nd c. AD?	Greek
PH278405	Nicaea	IK Iznik 1440	2nd c. AD?	Greek
PH278406	Nicaea	IK Iznik 1441	2nd c. AD?	Greek
PH278409	Nicaea	IK Iznik 1444	2nd c. AD?	Greek
PH278423	Nicaea	IK Iznik 1458	2nd c. AD?	Greek
PH278424	Nicaea	IK Iznik 1459	2nd c. AD?	Greek
PH278425	Nicaea	IK Iznik 1460	2nd c. AD?	Greek
PH278426	Nicaea	IK Iznik 1461	2nd c. AD?	Greek
PH278427	Nicaea	IK Iznik 1462	2nd c. AD?	Greek
PH278428	Nicaea	IK Iznik 1463	2nd c. AD?	Greek
PH278429	Nicaea	IK Iznik 1464	2nd c. AD?	Greek
PH278430	Nicaea	IK Iznik 1465	2nd c. AD?	Greek
PH278431	Nicaea	IK Iznik 1466	2nd c. AD?	Greek
PH278432	Nicaea	IK Iznik 1467	2nd c. AD?	Greek
PH278433	Nicaea	IK Iznik 1468	2nd c. AD?	Greek
PH278434	Nicaea	IK Iznik 1469	2nd c. AD?	Greek
PH278435	Nicaea	IK Iznik 1470	2nd c. AD?	Greek
PH278447	Nicaea	IK Iznik 1482	2nd c. AD?	Greek
PH278450	Nicaea	IK Iznik 1485	2nd c. AD?	Greek
PH278485	Nicaea	IK Iznik 1590	2nd c. AD?	Greek
PH278487	Nicaea	IK Iznik 1592	2nd c. AD?	Greek
PH278489	Nicaea	IK Iznik 1594	2nd c. AD?	Greek
PH277915	Nicaea	IK Iznik 194	2nd c. AD?	Greek
PH277957	Nicaea	IK Iznik 279	2nd c. AD?	Greek
PH278007	Nicaea	IK Iznik 372	2nd c. AD?	Greek
HD053091	Nicaea	AE 1993, 1435	2nd c. AD	Latin
	Nicaea	AE 2000, 1361	2nd c. AD	Greek
	Nicaea	AE 2005, 1424	2nd c. AD	Greek
	Nicaea	AE 2006, 1395	2nd c. AD	Greek
	Nicaea	AE 2007, 1327	2nd c. AD	Greek
	Nicaea	AE 2007, 1328	2nd c. AD	Greek
	Nicaea	AE 2007, 1329	2nd c. AD	Greek
PH278185	Nicaea	IK Iznik 1119	2nd c. AD	Greek
PH278196	Nicaea	IK Iznik 1141	2nd c. AD	Latin
PH278200	Nicaea	IK Iznik 1152	2nd c. AD	Greek
PH278233	Nicaea	IK Iznik 1244	2nd c. AD	Greek
PH278235	Nicaea	IK Iznik 1246	2nd c. AD	Greek
PH278238	Nicaea	IK Iznik 1250	2nd c. AD	Greek
PH278247	Nicaea	IK Iznik 1259	2nd c. AD	Greek
PH278288	Nicaea	IK Iznik 1317	2nd c. AD	Greek
PH278299	Nicaea	IK Iznik 1328	2nd c. AD	Greek
PH278339	Nicaea	IK Iznik 1368	2nd c. AD	Greek
PH278451	Nicaea	IK Iznik 1486	2nd c. AD	Greek
PH277935	Nicaea	IK Iznik 213	2nd c. AD	Greek
PH277943	Nicaea	IK Iznik 221	2nd c. AD	Greek
PH277958	Nicaea	IK Iznik 280	2nd c. AD	Greek
PH279799	Nicaea	SEG 30: 1430	2nd c. AD	Greek
PH279819	Nicaea	SEG 34: 1263	2nd c. AD	Greek
PH279820	Nicaea	SEG 34: 1264	2nd c. AD	Greek
PH279821	Nicaea	SEG 34: 1265	2nd c. AD	Greek
PH279939	Nicaea	SEG 43: 897	2nd c. AD	Latin
PH278344	Nicaea	IK Iznik 1373	2nd – 3rd c. AD?	Greek
	Nicaea	AE 2005, 1426	2nd – 3rd C. AD	Greek
	Nicaea	AE 2006, 1388	2nd – 3rd c. AD	Greek
PH278144	Nicaea	IK Iznik 1056	2nd – 3rd c. AD	Greek
PH278173	Nicaea	IK Iznik 1098	2nd – 3rd c. AD	Greek
PH278184	Nicaea	IK Iznik 1118	2nd – 3rd c. AD	Greek
PH278188	Nicaea	IK Iznik 1125	2nd – 3rd c. AD	Greek
PH278220	Nicaea	IK Iznik 1231	2nd – 3rd c. AD	Greek
PH278221	Nicaea	IK Iznik 1232	2nd – 3rd c. AD	Greek
PH278227	Nicaea	IK Iznik 1238	2nd – 3rd c. AD	Greek
PH278229	Nicaea	IK Iznik 1240	2nd – 3rd c. AD	Greek
PH278242	Nicaea	IK Iznik 1254	2nd – 3rd c. AD	Greek
PH278248	Nicaea	IK Iznik 1260	2nd – 3rd c. AD	Greek
PH278249	Nicaea	IK Iznik 1261	2nd – 3rd c. AD	Greek
PH278280	Nicaea	IK Iznik 1309	2nd – 3rd c. AD	Greek
PH278284	Nicaea	IK Iznik 1313	2nd – 3rd c. AD	Greek
PH278286	Nicaea	IK Iznik 1315	2nd – 3rd c. AD	Greek
PH278287	Nicaea	IK Iznik 1316	2nd – 3rd c. AD	Greek
PH278323	Nicaea	IK Iznik 1352	2nd – 3rd c. AD	Greek
PH278340	Nicaea	IK Iznik 1369	2nd – 3rd c. AD	Greek
PH278365	Nicaea	IK Iznik 1394	2nd – 3rd c. AD	Greek
PH278366	Nicaea	IK Iznik 1395	2nd – 3rd c. AD	Greek
PH278407	Nicaea	IK Iznik 1442	2nd – 3rd c. AD	Greek
PH278412	Nicaea	IK Iznik 1447	2nd – 3rd c. AD	Greek
PH278413	Nicaea	IK Iznik 1448	2nd – 3rd c. AD	Greek
PH278415	Nicaea	IK Iznik 1450	2nd – 3rd c. AD	Greek
PH278467	Nicaea	IK Iznik 1512	2nd – 3rd c. AD	Greek
PH278473	Nicaea	IK Iznik 1578	2nd – 3rd c. AD	Greek
PH278484	Nicaea	IK Iznik 1589	2nd – 3rd c. AD	Greek
PH277916	Nicaea	IK Iznik 195	2nd – 3rd c. AD	Greek
PH277934	Nicaea	IK Iznik 212	2nd – 3rd c. AD	Greek
PH278102	Nicaea	IK Iznik 1003	293–305 AD	Greek
PH278108	Nicaea	IK Iznik 1009	293–305 AD	Latin
PH278111	Nicaea	IK Iznik 1012	293–305 AD	Latin
PH278115	Nicaea	IK Iznik 1016	293–305 AD	Latin
PH278116	Nicaea	IK Iznik 1017	293–305 AD	Latin
PH278122	Nicaea	IK Iznik 1023	293–305 AD	Latin
PH277809	Nicaea	IK Iznik 22	285–286 AD	Gr/Lat
PH277851	Nicaea	IK Iznik 71	284–305 AD	Latin
PH277803	Nicaea	IK Iznik 11	269 AD	Greek
PH277804	Nicaea	IK Iznik 12	269 AD	Greek
PH278472	Nicaea	IK Iznik 1551	263/264 AD	Greek
	Nicaea	AE 1994, 1634	257/258 AD	Greek
PH277806	Nicaea	IK Iznik 14	249–251 AD	Gr/Lat
PH278114	Nicaea	IK Iznik 1015	244 AD	Latin
PH277807	Nicaea	IK Iznik 15	238–244 AD	Latin
PH277808	Nicaea	IK Iznik 21	235–238 AD	Gr/Lat
PH278121	Nicaea	IK Iznik 1022	218–222 AD	Latin
PH277840	Nicaea	IK Iznik 60	218–222 AD	Greek
PH278457	Nicaea	IK Iznik 1502	212–217? AD	Greek
PH278458	Nicaea	IK Iznik 1503	210 AD	Greek
PH277839	Nicaea	IK Iznik 59	202–205 AD	Greek
HD037034	Nicaea	AE 2001, 1859	201–230 AD	Greek
	Nicaea	SEG 54: 1249	1st/2nd century AD	Greek
	Nicaea	SEG 53: 1413	1st century BC	Greek
PH277947	Nicaea	IK Iznik 225	1st c. BC?	Greek
PH279729	Nicaea	AnthGr II 7: 701	1st c. BC	Greek
PH278165	Nicaea	IK Iznik 1090	1st c. AD?	Greek
PH278252	Nicaea	IK Iznik 1264	1st c. AD?	Greek
PH278266	Nicaea	IK Iznik 1295	1st c. AD?	Greek
PH278296	Nicaea	IK Iznik 1325	1st c. AD?	Greek
PH278341	Nicaea	IK Iznik 1370	1st c. AD?	Greek
PH278364	Nicaea	IK Iznik 1393	1st c. AD?	Greek
PH278399	Nicaea	IK Iznik 1433	1st c. AD?	Greek
PH278418	Nicaea	IK Iznik 1453	1st c. AD?	Greek
PH277946	Nicaea	IK Iznik 224	1st c. AD?	Greek
PH279798	Nicaea	SEG 30: 1429	1st c. AD?	Greek
PH278204	Nicaea	IK Iznik 1156	1st c. AD	Greek
PH278345	Nicaea	IK Iznik 1374	1st c. AD	Greek
PH277951	Nicaea	IK Iznik 229	1st c. AD	Greek
PH278346	Nicaea	IK Iznik 1375	1st – 2nd c. AD?	Greek
PH278401	Nicaea	IK Iznik 1435	1st – 2nd c. AD?	Greek
PH278404	Nicaea	IK Iznik 1438	1st – 2nd c. AD?	Greek
PH277911	Nicaea	IK Iznik 175	1st – 2nd c. AD?	Greek
PH278131	Nicaea	IK Iznik 1032	1st – 2nd c. AD	Greek
PH278143	Nicaea	IK Iznik 1055	1st – 2nd c. AD	Greek
PH278150	Nicaea	IK Iznik 1065	1st – 2nd c. AD	Greek
PH278153	Nicaea	IK Iznik 1071	1st – 2nd c. AD	Greek
PH278175	Nicaea	IK Iznik 1100	1st – 2nd c. AD	Greek
PH278219	Nicaea	IK Iznik 1230	1st – 2nd c. AD	Greek
PH278224	Nicaea	IK Iznik 1235	1st – 2nd c. AD	Greek
PH278231	Nicaea	IK Iznik 1242	1st – 2nd c. AD	Greek
PH278237	Nicaea	IK Iznik 1248	1st – 2nd c. AD	Greek
PH278307	Nicaea	IK Iznik 1336	1st – 2nd c. AD	Greek
PH278342	Nicaea	IK Iznik 1371	1st – 2nd c. AD	Greek
PH278350	Nicaea	IK Iznik 1379	1st – 2nd c. AD	Greek
PH278400	Nicaea	IK Iznik 1434	1st – 2nd c. AD	Greek
PH278402	Nicaea	IK Iznik 1436	1st – 2nd c. AD	Greek
PH278414	Nicaea	IK Iznik 1449	1st – 2nd c. AD	Greek
PH278448	Nicaea	IK Iznik 1483	1st – 2nd c. AD	Greek
PH278449	Nicaea	IK Iznik 1484	1st – 2nd c. AD	Greek
PH277913	Nicaea	IK Iznik 192	1st – 2nd c. AD	Greek
PH277853	Nicaea	IK Iznik 73	1st – 2nd c. AD	Greek
PH278107	Nicaea	IK Iznik 1008	199 AD	Latin
PH278469	Nicaea	IK Iznik 1514	175/176? AD	Greek
HD037033	Nicaea	AE 2001, 1858	171–200 AD	Greek
PH277830	Nicaea	IK Iznik 47	161–180 AD	Greek
PH278215	Nicaea	IK Iznik 1207	150/151 AD	Greek
PH278207	Nicaea	IK Iznik 1162	146 AD	Greek
PH278134	Nicaea	IK Iznik 1035	140/141 AD	Greek
PH278214	Nicaea	IK Iznik 1206	131/132 AD	Greek
PH278191	Nicaea	IK Iznik 1129	131 AD	Greek
	Nicaea	AE 2003, 1650	128 AD	Latin
PH278217	Nicaea	IK Iznik 1209	123/124? AD	Greek
PH277814	Nicaea	IK Iznik 29	123 AD	Greek
PH277815	Nicaea	IK Iznik 30	123 AD	Greek
PH277816	Nicaea	IK Iznik 30a	123 AD	Greek
PH278189	Nicaea	IK Iznik 1127	122/123 AD	Greek
PH277835	Nicaea	IK Iznik 55	119–138 AD	Latin
PH277836	Nicaea	IK Iznik 56; SEG 46: 1604	117–138 AD (AD 123?)	Greek
PH277800	Nicaea	IK Iznik 1	117–138 AD	Greek
PH279898	Nicaea	SEG 37: 1071	117–138 AD	Greek
PH279899	Nicaea	SEG 37: 1071 [2]	117–138 AD	Greek
PH278101	Nicaea	IK Iznik 1002	116 AD	Latin
PH278212	Nicaea	IK Iznik 1204	114–117 AD	Greek
PH278213	Nicaea	IK Iznik 1205	114–117 AD	Greek
PH277817	Nicaea	IK Iznik 31	102–116 AD	Greek
PH278210	Nicaea	IK Iznik 1202	102–114	Greek
	Nicaea	AE 2006, 1385	---	Greek
HD053090	Nicaea	AE 1993, 1434	---	Latin
PH279760	Nicaea	CIG 9260	---	Greek
HD056508	Nicaea	CIL III: 571; CIL III: 7406	---	Latin
PH278103	Nicaea	IK Iznik 1004	---	Greek
PH278123	Nicaea	IK Iznik 1024	---	Greek
PH278125	Nicaea	IK Iznik 1026	---	Latin
PH278142	Nicaea	IK Iznik 1054	---	Greek
PH278155	Nicaea	IK Iznik 1080	---	Greek
PH278159	Nicaea	IK Iznik 1084	---	Greek
PH278161	Nicaea	IK Iznik 1086	---	Greek
PH278162	Nicaea	IK Iznik 1087	---	Greek
PH278163	Nicaea	IK Iznik 1088	---	Greek
PH278169	Nicaea	IK Iznik 1094	---	Greek
PH278170	Nicaea	IK Iznik 1095	---	Greek
PH278172	Nicaea	IK Iznik 1097	---	Greek
PH278174	Nicaea	IK Iznik 1099	---	Greek
PH278177	Nicaea	IK Iznik 1102	---	Greek
PH278178	Nicaea	IK Iznik 1103	---	Greek
PH278179	Nicaea	IK Iznik 1104	---	Greek
PH278181	Nicaea	IK Iznik 1110	---	Greek
PH278192	Nicaea	IK Iznik 1130	---	Greek
PH278195	Nicaea	IK Iznik 1136	---	Greek
PH278197	Nicaea	IK Iznik 1142	---	Latin
PH278198	Nicaea	IK Iznik 1150	---	Greek
PH278201	Nicaea	IK Iznik 1153	---	Greek
PH278202	Nicaea	IK Iznik 1154	---	Greek
PH278203	Nicaea	IK Iznik 1155	---	Greek
PH278205	Nicaea	IK Iznik 1157	---	Greek
PH278208	Nicaea	IK Iznik 1163	---	Greek
PH278209	Nicaea	IK Iznik 1201	---	Greek
PH278211	Nicaea	IK Iznik 1203	---	Greek
PH278216	Nicaea	IK Iznik 1208	---	Latin
PH278218	Nicaea	IK Iznik 1210	---	Greek
PH278222	Nicaea	IK Iznik 1233	---	Greek
PH278223	Nicaea	IK Iznik 1234	---	Greek
PH278228	Nicaea	IK Iznik 1239	---	Greek
PH278230	Nicaea	IK Iznik 1241	---	Greek
PH278232	Nicaea	IK Iznik 1243	---	Greek
PH278234	Nicaea	IK Iznik 1245	---	Greek
PH278236	Nicaea	IK Iznik 1247	---	Greek
PH278240	Nicaea	IK Iznik 1252	---	Greek
PH278241	Nicaea	IK Iznik 1253	---	Greek
PH278243	Nicaea	IK Iznik 1255	---	Greek
PH278244	Nicaea	IK Iznik 1256	---	Greek
PH278245	Nicaea	IK Iznik 1257	---	Greek
PH278253	Nicaea	IK Iznik 1265	---	Greek
PH278255	Nicaea	IK Iznik 1281	---	Greek
PH278256	Nicaea	IK Iznik 1282	---	Greek
PH278257	Nicaea	IK Iznik 1283	---	Greek
PH278258	Nicaea	IK Iznik 1284	---	Greek
PH278259	Nicaea	IK Iznik 1288	---	Greek
PH278261	Nicaea	IK Iznik 1290	---	Greek
PH278263	Nicaea	IK Iznik 1292	---	Greek
PH278269	Nicaea	IK Iznik 1298	---	Greek
PH278270	Nicaea	IK Iznik 1299	---	Greek
PH278271	Nicaea	IK Iznik 1300	---	Greek
PH278272	Nicaea	IK Iznik 1301	---	Greek
PH278273	Nicaea	IK Iznik 1302	---	Greek
PH278274	Nicaea	IK Iznik 1303	---	Greek
PH278275	Nicaea	IK Iznik 1304	---	Greek
PH278276	Nicaea	IK Iznik 1305	---	Greek
PH278277	Nicaea	IK Iznik 1306	---	Greek
PH278278	Nicaea	IK Iznik 1307	---	Greek
PH278279	Nicaea	IK Iznik 1308	---	Greek
PH278281	Nicaea	IK Iznik 1310	---	Greek
PH278282	Nicaea	IK Iznik 1311	---	Greek
PH278289	Nicaea	IK Iznik 1318	---	Greek
PH278290	Nicaea	IK Iznik 1319	---	Greek
PH278291	Nicaea	IK Iznik 1320	---	Greek
PH278298	Nicaea	IK Iznik 1327	---	Greek
PH278303	Nicaea	IK Iznik 1332	---	Greek
PH278304	Nicaea	IK Iznik 1333	---	Greek
PH278306	Nicaea	IK Iznik 1335	---	Greek
PH278308	Nicaea	IK Iznik 1337	---	Greek
PH278309	Nicaea	IK Iznik 1338	---	Greek
PH278310	Nicaea	IK Iznik 1339	---	Greek
PH278311	Nicaea	IK Iznik 1340	---	Greek
PH278312	Nicaea	IK Iznik 1341	---	Greek
PH278313	Nicaea	IK Iznik 1342	---	Greek
PH278314	Nicaea	IK Iznik 1343	---	Greek
PH278315	Nicaea	IK Iznik 1344	---	Greek
PH278316	Nicaea	IK Iznik 1345	---	Greek
PH278317	Nicaea	IK Iznik 1346	---	Greek
PH278318	Nicaea	IK Iznik 1347	---	Greek
PH278319	Nicaea	IK Iznik 1348	---	Greek
PH278320	Nicaea	IK Iznik 1349	---	Greek
PH278321	Nicaea	IK Iznik 1350	---	Greek
PH278322	Nicaea	IK Iznik 1351	---	Greek
PH278324	Nicaea	IK Iznik 1353	---	Greek
PH278325	Nicaea	IK Iznik 1354	---	Greek
PH278326	Nicaea	IK Iznik 1355	---	Greek
PH278327	Nicaea	IK Iznik 1356	---	Greek
PH278328	Nicaea	IK Iznik 1357	---	Greek
PH278329	Nicaea	IK Iznik 1358	---	Greek
PH278330	Nicaea	IK Iznik 1359	---	Greek
PH278331	Nicaea	IK Iznik 1360	---	Greek
PH278332	Nicaea	IK Iznik 1361	---	Greek
PH278333	Nicaea	IK Iznik 1362	---	Greek
PH278334	Nicaea	IK Iznik 1363	---	Greek
PH278337	Nicaea	IK Iznik 1366	---	Greek
PH278348	Nicaea	IK Iznik 1377	---	Greek
PH278359	Nicaea	IK Iznik 1388	---	Greek
PH278362	Nicaea	IK Iznik 1391	---	Greek
PH278369	Nicaea	IK Iznik 1398	---	Greek
PH278370	Nicaea	IK Iznik 1401	---	Greek
PH278372	Nicaea	IK Iznik 1403	---	Greek
PH278390	Nicaea	IK Iznik 1422	---	Greek
PH278396	Nicaea	IK Iznik 1428	---	Greek
PH278397	Nicaea	IK Iznik 1429	---	Greek
PH278398	Nicaea	IK Iznik 1430	---	Latin
PH278410	Nicaea	IK Iznik 1445	---	Greek
PH278416	Nicaea	IK Iznik 1451	---	Greek
PH278419	Nicaea	IK Iznik 1454	---	Greek
PH278421	Nicaea	IK Iznik 1456	---	Greek
PH278422	Nicaea	IK Iznik 1457	---	Greek
PH278436	Nicaea	IK Iznik 1471	---	Greek
PH278438	Nicaea	IK Iznik 1473	---	Greek
PH278439	Nicaea	IK Iznik 1474	---	Greek
PH278440	Nicaea	IK Iznik 1475	---	Greek
PH278441	Nicaea	IK Iznik 1476	---	Greek
PH278442	Nicaea	IK Iznik 1477	---	Greek
PH278443	Nicaea	IK Iznik 1478	---	Greek
PH278444	Nicaea	IK Iznik 1479	---	Greek
PH278445	Nicaea	IK Iznik 1480	---	Greek
PH278446	Nicaea	IK Iznik 1481	---	Greek
PH278452	Nicaea	IK Iznik 1487	---	Greek
PH278453	Nicaea	IK Iznik 1491	---	Greek
PH278455	Nicaea	IK Iznik 1493	---	Greek
PH278459	Nicaea	IK Iznik 1504	---	Greek
PH278468	Nicaea	IK Iznik 1513	---	Greek
PH278471	Nicaea	IK Iznik 1516	---	Greek
PH278474	Nicaea	IK Iznik 1579	---	Greek
PH278476	Nicaea	IK Iznik 1581	---	Greek
PH278477	Nicaea	IK Iznik 1582	---	Greek
PH278478	Nicaea	IK Iznik 1583	---	Greek
PH278480	Nicaea	IK Iznik 1585	---	Greek
PH278482	Nicaea	IK Iznik 1587	---	Greek
PH278069	Nicaea	IK Iznik 630	---	Greek
PH278070	Nicaea	IK Iznik 631	---	Greek
PH278071	Nicaea	IK Iznik 632	---	Greek
PH278075	Nicaea	IK Iznik 703	---	Greek
	Nicaea	ILS 8867	---	Greek
PH279797	Nicaea	SEG 30: 1428	---	Greek
PH279800	Nicaea	SEG 30: 1431	---	Greek
PH279801	Nicaea	SEG 30: 1432	---	Greek
PH279802	Nicaea	SEG 30: 1433	---	Greek
PH279803	Nicaea	SEG 30: 1434	---	Greek
PH279815	Nicaea	SEG 33: 1081	---	Greek
PH279816	Nicaea	SEG 33: 1082	---	Greek
PH279834	Nicaea	SEG 36: 1148	---	Greek
PH279838	Nicaea	SEG 36: 1153	---	Greek
PH278980	Nicaea	TAM IV,1, 160; EpigrAnat 3, 106-107, 2	---	Greek
PH278878	Nicaea	TAM IV,1, 57; EpigrAnat 3, 106, 1	---	Greek
PH279787	Nicaea 	SEG 29: 1276	Late Hellenistic period	Greek
PH279779	Nicomedia	SEG 27: 827	Roman period	Greek
	Nicomedia	SEG 56: 1399	Roman Imperial period	Greek
	Nicomedia	SEG 56: 1401	Roman Imperial period	Greek
	Nicomedia	SEG 56: 1402	Roman Imperial period	Greek
	Nicomedia	SEG 56: 1403	Roman Imperial period	Greek
	Nicomedia	SEG 55: 1366	Roman Imperial period	Greek
	Nicomedia	SEG 55: 1367	Roman Imperial period	Greek
	Nicomedia	SEG 55: 1368	Roman Imperial period	Greek
PH279775	Nicomedia	SEG 26: 1347 [1]	Roman Imp. period	Greek
PH279776	Nicomedia	SEG 26: 1347 [2]	Roman Imp. period	Greek
PH279790	Nicomedia	SEG 29: 1347	Roman Imp. period	Greek
PH279841	Nicomedia	SEG 36: 1156	Roman Imp. period	Greek
PH278824	Nicomedia	TAM IV,1, 4	Roman Imp. period	Greek
	Nicomedia	AE 2006, 1396	Roman Imp. period	Greek
	Nicomedia	SEG 49: 1793	---	Greek
	Nicomedia	SEG 49: 1795	---	Greek
PH279756	Nicomedia	CIG 3265	end of the 2nd c. AD	Greek
