"","ikey","Location","Source","Chronological.Frame","Language"
"1066","PH277997","Nicaea","IK Iznik 362","Roman Imp. period","Greek"
"1067","PH277998","Nicaea","IK Iznik 363","Roman Imp. period","Greek"
"1068","PH277999","Nicaea","IK Iznik 364","Roman Imp. period","Greek"
"1069","PH278000","Nicaea","IK Iznik 365","Roman Imp. period","Greek"
"1070","PH278001","Nicaea","IK Iznik 366","Roman Imp. period","Greek"
"1071","PH278002","Nicaea","IK Iznik 367","Roman Imp. period","Greek"
"1072","PH278003","Nicaea","IK Iznik 368","Roman Imp. period","Latin"
"1073","PH278004","Nicaea","IK Iznik 369","Roman Imp. period","Latin"
"1074","PH277823","Nicaea","IK Iznik 37","Roman Imp. period","Greek"
"1075","PH278005","Nicaea","IK Iznik 370","Roman Imp. period","Gr/Lat"
"1076","PH278006","Nicaea","IK Iznik 371","Roman Imp. period","Gr/Lat"
"1077","PH277824","Nicaea","IK Iznik 38","Roman Imp. period","Greek"
"1078","PH277825","Nicaea","IK Iznik 39","Roman Imp. period","Greek"
"1079","PH277826","Nicaea","IK Iznik 40","Roman Imp. period","Greek"
"1080","PH277827","Nicaea","IK Iznik 41","Roman Imp. period","Greek"
"1081","PH277829","Nicaea","IK Iznik 43","Roman Imp. period","Greek"
"1082","PH277834","Nicaea","IK Iznik 54","Roman Imp. period","Greek"
"1083","PH277837","Nicaea","IK Iznik 57","Roman Imp. period","Greek"
"1084","PH277838","Nicaea","IK Iznik 58","Roman Imp. period","Greek"
"1085","PH277846","Nicaea","IK Iznik 66","Roman Imp. period","Greek"
"1086","PH277852","Nicaea","IK Iznik 72","Roman Imp. period","Greek"
"1087","PH277854","Nicaea","IK Iznik 81","Roman Imp. period","Greek"
"1088","PH277856","Nicaea","IK Iznik 86","Roman Imp. period","Greek"
"1089","PH277857","Nicaea","IK Iznik 87","Roman Imp. period","Greek"
"1090","PH277858","Nicaea","IK Iznik 88","Roman Imp. period","Greek"
"1091","PH277859","Nicaea","IK Iznik 89","Roman Imp. period","Greek"
"1092","PH277861","Nicaea","IK Iznik 95","Roman Imp. period","Greek"
"1093","PH277862","Nicaea","IK Iznik 96","Roman Imp. period","Greek"
"1094","PH277863","Nicaea","IK Iznik 97","Roman Imp. period","Greek"
"1095","PH277864","Nicaea","IK Iznik 98","Roman Imp. period","Greek"
"1096","PH277865","Nicaea","IK Iznik 99","Roman Imp. period","Greek"
"1097","","Nicaea","BCH 24, 415-416, 112","Roman","Greek"
"1098","","Nicaea","SEG 49: 1791","---","Greek"
"1099","","Nicaea","SEG 55: 1363","---","Greek"
"1100","","Nicaea","SEG 55: 1364bis","---","Greek"
"1101","PH278292","Nicaea","IK Iznik 1321","Late Hellenistic period","Greek"
"1102","PH278352","Nicaea","IK Iznik 1381","Late Hellenistic period","Greek"
"1103","PH278488","Nicaea","IK Iznik 1593","Late Hellenistic period","Greek"
"1104","","Nicaea","SEG 44: 1007; TravMem 12, 350 - 353","Late 7th century AD","Greek"
"1105","PH278338","Nicaea","IK Iznik 1367","Hellenistic period?","Greek"
"1106","PH278483","Nicaea","IK Iznik 1588","Hellenistic period","Greek"
"1107","PH277844","Nicaea","IK Iznik 64","end of the 3rd c. AD","Greek"
"1108","","Nicaea","AE 2001, 1858","end of the 2nd c. AD","Greek"
"1109","","Nicaea","AE 2007, 1330","end of the 2nd c. AD","Greek"
"1110","PH278408","Nicaea","IK Iznik 1443","end of the 1st c. AD?","Greek"
"1111","PH278454","Nicaea","IK Iznik 1492","Byzantine period","Greek"
"1112","PH278032","Nicaea","IK Iznik 498","Byzantine period","Greek"
"1113","PH278033","Nicaea","IK Iznik 499","Byzantine period","Greek"
"1114","PH278037","Nicaea","IK Iznik 516,A","Byzantine period","Greek"
"1115","PH278038","Nicaea","IK Iznik 516,B","Byzantine period","Greek"
"1116","PH278039","Nicaea","IK Iznik 517","Byzantine period","Greek"
"1117","PH278040","Nicaea","IK Iznik 518","Byzantine period","Greek"
"1118","PH278041","Nicaea","IK Iznik 530","Byzantine period","Greek"
"1119","PH278042","Nicaea","IK Iznik 531","Byzantine period","Greek"
"1120","PH278043","Nicaea","IK Iznik 540","Byzantine period","Greek"
"1121","PH278044","Nicaea","IK Iznik 550","Byzantine period","Greek"
"1122","PH278045","Nicaea","IK Iznik 551","Byzantine period","Greek"
"1123","PH278046","Nicaea","IK Iznik 552","Byzantine period","Greek"
"1124","PH278047","Nicaea","IK Iznik 553","Byzantine period","Greek"
"1125","PH278048","Nicaea","IK Iznik 554","Byzantine period","Greek"
"1126","PH278049","Nicaea","IK Iznik 555","Byzantine period","Greek"
"1127","PH278051","Nicaea","IK Iznik 557","Byzantine period","Greek"
"1128","PH278052","Nicaea","IK Iznik 558","Byzantine period","Greek"
"1129","PH278054","Nicaea","IK Iznik 570","Byzantine period","Greek"
"1130","PH278056","Nicaea","IK Iznik 572","Byzantine period","Greek"
"1131","PH278057","Nicaea","IK Iznik 573","Byzantine period","Greek"
"1132","PH278058","Nicaea","IK Iznik 574","Byzantine period","Latin"
"1133","PH278059","Nicaea","IK Iznik 575","Byzantine period","Greek"
"1134","PH278061","Nicaea","IK Iznik 577","Byzantine period","Greek"
"1135","PH278062","Nicaea","IK Iznik 578","Byzantine period","Greek"
"1136","PH278063","Nicaea","IK Iznik 585","Byzantine period","Greek"
"1137","PH278064","Nicaea","IK Iznik 586","Byzantine period","Greek"
"1138","PH278066","Nicaea","IK Iznik 588","Byzantine period","Greek"
"1139","PH278067","Nicaea","IK Iznik 589","Byzantine period","Greek"
"1140","PH278068","Nicaea","IK Iznik 615","Byzantine period","Greek"
"1141","","Nicaea","SEG 58: 1448","Byzantine period","Greek"
"1142","","Nicaea","AE 2001, 1859","beg. of the 3rd c. AD","Greek"
"1143","PH277855","Nicaea","IK Iznik 85","beg. of the 2nd c. AD","Greek"
"1144","PH277875","Nicaea","IK Iznik 116","after ca. 70-79 AD","Greek"
"1145","","Nicaea","AE 2005, 1425","after 212 AD","Greek"
"1146","","Nicaea","SEG 55: 1357","after 212 AD","Greek"
"1147","","Nicaea","SEG 55: 1359","after 212 AD","Greek"
"1148","PH277818","Nicaea","IK Iznik 32","after 128 AD","Greek"
"1149","","Nicaea","SEG 57: 1273","AD 251 - 300","Greek"
"1150","","Nicaea","SEG 44: 1008","AD 243/244","Greek"
"1151","","Nicaea","SEG 58: 1447","AD 150 - 200","Greek"
"1152","PH277833","Nicaea","IK Iznik 53","97/98-98/99 AD","Greek"
"1153","HD037032","Nicaea","AE 2001, 1857","78/79 AD","Greek"
"1154","PH277828","Nicaea","IK Iznik 42","70-79? AD","Greek"
"1155","PH277810","Nicaea","IK Iznik 25","70-79 AD","Greek"
"1156","PH277811","Nicaea","IK Iznik 26","70-79 AD","Greek"
"1157","PH277812","Nicaea","IK Iznik 27","70-79 AD","Greek"
"1158","PH277813","Nicaea","IK Iznik 28","70-79 AD","Greek"
"1159","PH277831","Nicaea","IK Iznik 51","70-79 AD","Greek"
"1160","PH277832","Nicaea","IK Iznik 52","70-79 AD","Greek"
"1161","PH278055","Nicaea","IK Iznik 571","6th c. AD","Greek"
"1162","PH278206","Nicaea","IK Iznik 1161","62/3 AD","Greek"
"1163","","Nicaea","SEG 47: 1684","5th/4th century BC","Greek"
"1164","PH278053","Nicaea","IK Iznik 559","5th c. AD?","Greek"
"1165","PH277805","Nicaea","IK Iznik 13","58 AD","Gr/Lat"
"1166","PH278268","Nicaea","IK Iznik 1297","4th c. AD?","Greek"
"1167","PH278182","Nicaea","IK Iznik 1114","4th c. AD","Greek"
"1168","PH277950","Nicaea","IK Iznik 228","4th c. AD","Greek"
"1169","PH278481","Nicaea","IK Iznik 1586","4th - 5th c. AD?","Greek"
"1170","PH278050","Nicaea","IK Iznik 556","4th - 5th c. AD","Greek"
"1171","PH277848","Nicaea","IK Iznik 68","414-416 AD","Latin"
"1172","","Nicaea","SEG 55: 1362","3rd century AD ?","Greek"
"1173","","Nicaea","SEG 51: 1712","3rd century AD","Greek"
"1174","","Nicaea","SEG 51: 1713","3rd century AD","Greek"
"1175","","Nicaea","SEG 56: 1394","3rd century AD","Greek"
"1176","","Nicaea","SEG 56: 1395","3rd century AD","Greek"
"1177","","Nicaea","SEG 55: 1338","3rd century AD","Greek"
"1178","","Nicaea","SEG 55: 1339","3rd century AD","Greek"
"1179","","Nicaea","SEG 55: 1360","3rd century AD","Greek"
"1180","","Nicaea","SEG 55: 1361","3rd century AD","Greek"
"1181","PH278133","Nicaea","IK Iznik 1034","3rd c. AD?","Greek"
"1182","PH278147","Nicaea","IK Iznik 1062","3rd c. AD?","Greek"
"1183","PH278151","Nicaea","IK Iznik 1066","3rd c. AD?","Greek"
"1184","PH278193","Nicaea","IK Iznik 1131","3rd c. AD?","Greek"
"1185","PH278239","Nicaea","IK Iznik 1251","3rd c. AD?","Greek"
"1186","PH278285","Nicaea","IK Iznik 1314","3rd c. AD?","Greek"
"1187","PH278295","Nicaea","IK Iznik 1324","3rd c. AD?","Greek"
"1188","PH278302","Nicaea","IK Iznik 1331","3rd c. AD?","Greek"
"1189","PH278356","Nicaea","IK Iznik 1385","3rd c. AD?","Greek"
"1190","PH278360","Nicaea","IK Iznik 1389","3rd c. AD?","Greek"
"1191","PH278411","Nicaea","IK Iznik 1446","3rd c. AD?","Greek"
"1192","PH278463","Nicaea","IK Iznik 1508","3rd c. AD?","Greek"
"1193","PH278465","Nicaea","IK Iznik 1510","3rd c. AD?","Greek"
"1194","PH278470","Nicaea","IK Iznik 1515","3rd c. AD?","Greek"
"1195","PH278475","Nicaea","IK Iznik 1580","3rd c. AD?","Greek"
"1196","PH277849","Nicaea","IK Iznik 69","3rd c. AD?","Greek"
"1197","","Nicaea","AE 2006, 1386","3rd c. AD","Greek"
"1198","","Nicaea","AE 2006, 1389","3rd c. AD","Greek"
"1199","","Nicaea","AE 2006, 1390","3rd c. AD","Greek"
"1200","","Nicaea","AE 2007, 1326","3rd c. AD","Greek"
"1201","PH278136","Nicaea","IK Iznik 1042","3rd c. AD","Greek"
"1202","PH278137","Nicaea","IK Iznik 1043","3rd c. AD","Greek"
"1203","PH278138","Nicaea","IK Iznik 1044","3rd c. AD","Greek"
"1204","PH278139","Nicaea","IK Iznik 1045","3rd c. AD","Greek"
"1205","PH278145","Nicaea","IK Iznik 1057","3rd c. AD","Greek"
"1206","PH278156","Nicaea","IK Iznik 1081","3rd c. AD","Greek"
"1207","PH278157","Nicaea","IK Iznik 1082","3rd c. AD","Greek"
"1208","PH278158","Nicaea","IK Iznik 1083","3rd c. AD","Greek"
"1209","PH278160","Nicaea","IK Iznik 1085","3rd c. AD","Greek"
"1210","PH278183","Nicaea","IK Iznik 1115","3rd c. AD","Greek"
"1211","PH278186","Nicaea","IK Iznik 1121","3rd c. AD","Greek"
"1212","PH278194","Nicaea","IK Iznik 1132","3rd c. AD","Greek"
"1213","PH278226","Nicaea","IK Iznik 1237","3rd c. AD","Greek"
"1214","PH278250","Nicaea","IK Iznik 1262","3rd c. AD","Greek"
"1215","PH278251","Nicaea","IK Iznik 1263","3rd c. AD","Greek"
"1216","PH278262","Nicaea","IK Iznik 1291","3rd c. AD","Greek"
"1217","PH278283","Nicaea","IK Iznik 1312","3rd c. AD","Greek"
"1218","PH278294","Nicaea","IK Iznik 1323","3rd c. AD","Greek"
"1219","PH278347","Nicaea","IK Iznik 1376","3rd c. AD","Greek"
"1220","PH278353","Nicaea","IK Iznik 1382","3rd c. AD","Greek"
"1221","PH278354","Nicaea","IK Iznik 1383","3rd c. AD","Greek"
"1222","PH278355","Nicaea","IK Iznik 1384","3rd c. AD","Greek"
"1223","PH278357","Nicaea","IK Iznik 1386","3rd c. AD","Greek"
"1224","PH278417","Nicaea","IK Iznik 1452","3rd c. AD","Greek"
"1225","PH278437","Nicaea","IK Iznik 1472","3rd c. AD","Greek"
"1226","PH278464","Nicaea","IK Iznik 1509","3rd c. AD","Greek"
"1227","PH278466","Nicaea","IK Iznik 1511","3rd c. AD","Greek"
"1228","PH278491","Nicaea","IK Iznik 1596","3rd c. AD","Greek"
"1229","PH277914","Nicaea","IK Iznik 193","3rd c. AD","Greek"
"1230","PH277964","Nicaea","IK Iznik 286","3rd c. AD","Greek"
"1231","PH277841","Nicaea","IK Iznik 61","3rd c. AD","Greek"
"1232","PH277842","Nicaea","IK Iznik 62","3rd c. AD","Greek"
"1233","PH277843","Nicaea","IK Iznik 63","3rd c. AD","Greek"
"1234","PH277845","Nicaea","IK Iznik 65","3rd c. AD","Greek"
"1235","PH277860","Nicaea","IK Iznik 90","3rd c. AD","Greek"
"1236","PH279814","Nicaea","SEG 33: 1080","3rd c. AD","Greek"
"1237","PH278358","Nicaea","IK Iznik 1387","3rd - 4th c. AD?","Greek"
"1238","PH278176","Nicaea","IK Iznik 1101","3rd - 4th c. AD","Greek"
"1239","PH278187","Nicaea","IK Iznik 1123","3rd - 4th c. AD","Greek"
"1240","PH278297","Nicaea","IK Iznik 1326","3rd - 4th c. AD","Greek"
"1241","PH278300","Nicaea","IK Iznik 1329","3rd - 4th c. AD","Greek"
"1242","PH278349","Nicaea","IK Iznik 1378","3rd - 4th c. AD","Greek"
"1243","PH278361","Nicaea","IK Iznik 1390","3rd - 4th c. AD","Greek"
"1244","PH278420","Nicaea","IK Iznik 1455","3rd - 4th c. AD","Greek"
"1245","PH278479","Nicaea","IK Iznik 1584","3rd - 4th c. AD","Greek"
"1246","PH278486","Nicaea","IK Iznik 1591","3rd - 4th c. AD","Greek"
"1247","PH277965","Nicaea","IK Iznik 287","3rd - 4th c. AD","Greek"
"1248","PH277850","Nicaea","IK Iznik 70","395-408 AD","Latin"
"1249","PH277847","Nicaea","IK Iznik 67","379-392 AD","Latin"
"1250","PH278110","Nicaea","IK Iznik 1011","364-367 AD","Latin"
"1251","PH278112","Nicaea","IK Iznik 1013","364-367 AD","Latin"
"1252","PH278120","Nicaea","IK Iznik 1021","364-367 AD","Latin"
"1253","PH278127","Nicaea","IK Iznik 1028","364-367 AD","Latin"
"1254","PH278128","Nicaea","IK Iznik 1029","364-367 AD","Latin"
"1255","PH278119","Nicaea","IK Iznik 1020","363/364 AD","Latin"
"1256","PH278118","Nicaea","IK Iznik 1019","361-363 AD","Latin"
"1257","PH278104","Nicaea","IK Iznik 1005","337-340 AD","Greek"
"1258","PH278109","Nicaea","IK Iznik 1010","337-340 AD","Latin"
"1259","PH278117","Nicaea","IK Iznik 1018","337-340 AD","Latin"
"1260","PH278124","Nicaea","IK Iznik 1025","337-340 AD","Latin"
"1261","PH278126","Nicaea","IK Iznik 1027","337-340 AD","Latin"
"1262","","Nicaea","SEG 55: 1356","2nd/3rd century AD ?","Greek"
"1263","","Nicaea","SEG 55: 1353","2nd/3rd century AD","Greek"
"1264","","Nicaea","SEG 55: 1354","2nd/3rd century AD","Greek"
"1265","","Nicaea","SEG 55: 1355","2nd/3rd century AD","Greek"
"1266","","Nicaea","SEG 55: 1364","2nd/3rd century AD","Greek"
"1267","PH278367","Nicaea","IK Iznik 1396","2nd half of the 2nd c. AD","Greek"
"1268","","Nicaea","SEG 55: 1350","2nd century AD ? ","Greek"
"1269","","Nicaea","SEG 55: 1351","2nd century AD ? ","Greek"
"1270","","Nicaea","SEG 55: 1352","2nd century AD ? ","Greek"
"1271","","Nicaea","SEG 49: 1789","2nd century AD","Greek"
"1272","","Nicaea","SEG 57: 1278","2nd century AD","Greek"
"1273","","Nicaea","SEG 56: 1392","2nd century AD","Greek"
"1274","","Nicaea","SEG 56: 1393","2nd century AD","Greek"
"1275","","Nicaea","SEG 55: 1348","2nd century AD","Greek"
"1276","","Nicaea","SEG 55: 1349","2nd century AD","Greek"
"1277","","Nicaea","SEG 55: 1358","2nd century AD","Greek"
"1278","","Nicaea","SEG 60: 1345","2nd century AD","Greek"
"1279","","Nicaea","SEG 60: 1346","2nd century AD","Greek"
"1280","","Nicaea","SEG 60: 1347","2nd century AD","Greek"
"1281","","Nicaea","SEG 60: 1348","2nd century AD","Greek"
"1282","","Nicaea","SEG 60: 1349","2nd century AD","Greek"
"1283","PH278152","Nicaea","IK Iznik 1067","2nd c. AD?","Greek"
"1284","PH278164","Nicaea","IK Iznik 1089","2nd c. AD?","Greek"
"1285","PH278199","Nicaea","IK Iznik 1151","2nd c. AD?","Greek"
"1286","PH278225","Nicaea","IK Iznik 1236","2nd c. AD?","Greek"
"1287","PH278267","Nicaea","IK Iznik 1296","2nd c. AD?","Greek"
"1288","PH278305","Nicaea","IK Iznik 1334","2nd c. AD?","Greek"
"1289","PH278335","Nicaea","IK Iznik 1364","2nd c. AD?","Greek"
"1290","PH278336","Nicaea","IK Iznik 1365","2nd c. AD?","Greek"
"1291","PH278351","Nicaea","IK Iznik 1380","2nd c. AD?","Greek"
"1292","PH278363","Nicaea","IK Iznik 1392","2nd c. AD?","Greek"
"1293","PH278371","Nicaea","IK Iznik 1402","2nd c. AD?","Greek"
"1294","PH278373","Nicaea","IK Iznik 1404","2nd c. AD?","Greek"
"1295","PH278374","Nicaea","IK Iznik 1405","2nd c. AD?","Greek"
"1296","PH278375","Nicaea","IK Iznik 1406","2nd c. AD?","Greek"
"1297","PH278376","Nicaea","IK Iznik 1407","2nd c. AD?","Greek"
"1298","PH278377","Nicaea","IK Iznik 1408","2nd c. AD?","Greek"
"1299","PH278378","Nicaea","IK Iznik 1409","2nd c. AD?","Greek"
"1300","PH278379","Nicaea","IK Iznik 1410","2nd c. AD?","Greek"
"1301","PH278380","Nicaea","IK Iznik 1411","2nd c. AD?","Greek"
"1302","PH278381","Nicaea","IK Iznik 1412","2nd c. AD?","Greek"
"1303","PH278382","Nicaea","IK Iznik 1413","2nd c. AD?","Greek"
"1304","PH278383","Nicaea","IK Iznik 1414","2nd c. AD?","Greek"
"1305","PH278384","Nicaea","IK Iznik 1415","2nd c. AD?","Greek"
"1306","PH278385","Nicaea","IK Iznik 1416","2nd c. AD?","Greek"
"1307","PH278386","Nicaea","IK Iznik 1418","2nd c. AD?","Greek"
"1308","PH278387","Nicaea","IK Iznik 1419","2nd c. AD?","Greek"
"1309","PH278388","Nicaea","IK Iznik 1420","2nd c. AD?","Greek"
"1310","PH278389","Nicaea","IK Iznik 1421","2nd c. AD?","Greek"
"1311","PH278391","Nicaea","IK Iznik 1423","2nd c. AD?","Greek"
"1312","PH278392","Nicaea","IK Iznik 1424","2nd c. AD?","Greek"
"1313","PH278393","Nicaea","IK Iznik 1425","2nd c. AD?","Greek"
"1314","PH278394","Nicaea","IK Iznik 1426","2nd c. AD?","Greek"
"1315","PH278395","Nicaea","IK Iznik 1427","2nd c. AD?","Greek"
"1316","PH278403","Nicaea","IK Iznik 1437","2nd c. AD?","Greek"
"1317","PH278405","Nicaea","IK Iznik 1440","2nd c. AD?","Greek"
"1318","PH278406","Nicaea","IK Iznik 1441","2nd c. AD?","Greek"
"1319","PH278409","Nicaea","IK Iznik 1444","2nd c. AD?","Greek"
"1320","PH278423","Nicaea","IK Iznik 1458","2nd c. AD?","Greek"
"1321","PH278424","Nicaea","IK Iznik 1459","2nd c. AD?","Greek"
"1322","PH278425","Nicaea","IK Iznik 1460","2nd c. AD?","Greek"
"1323","PH278426","Nicaea","IK Iznik 1461","2nd c. AD?","Greek"
"1324","PH278427","Nicaea","IK Iznik 1462","2nd c. AD?","Greek"
"1325","PH278428","Nicaea","IK Iznik 1463","2nd c. AD?","Greek"
"1326","PH278429","Nicaea","IK Iznik 1464","2nd c. AD?","Greek"
"1327","PH278430","Nicaea","IK Iznik 1465","2nd c. AD?","Greek"
"1328","PH278431","Nicaea","IK Iznik 1466","2nd c. AD?","Greek"
"1329","PH278432","Nicaea","IK Iznik 1467","2nd c. AD?","Greek"
"1330","PH278433","Nicaea","IK Iznik 1468","2nd c. AD?","Greek"
"1331","PH278434","Nicaea","IK Iznik 1469","2nd c. AD?","Greek"
"1332","PH278435","Nicaea","IK Iznik 1470","2nd c. AD?","Greek"
"1333","PH278447","Nicaea","IK Iznik 1482","2nd c. AD?","Greek"
"1334","PH278450","Nicaea","IK Iznik 1485","2nd c. AD?","Greek"
"1335","PH278485","Nicaea","IK Iznik 1590","2nd c. AD?","Greek"
"1336","PH278487","Nicaea","IK Iznik 1592","2nd c. AD?","Greek"
"1337","PH278489","Nicaea","IK Iznik 1594","2nd c. AD?","Greek"
"1338","PH277915","Nicaea","IK Iznik 194","2nd c. AD?","Greek"
"1339","PH277957","Nicaea","IK Iznik 279","2nd c. AD?","Greek"
"1340","PH278007","Nicaea","IK Iznik 372","2nd c. AD?","Greek"
"1341","HD053091","Nicaea","AE 1993, 1435","2nd c. AD","Latin"
"1342","","Nicaea","AE 2000, 1361","2nd c. AD","Greek"
"1343","","Nicaea","AE 2005, 1424","2nd c. AD","Greek"
"1344","","Nicaea","AE 2006, 1395","2nd c. AD","Greek"
"1345","","Nicaea","AE 2007, 1327","2nd c. AD","Greek"
"1346","","Nicaea","AE 2007, 1328","2nd c. AD","Greek"
"1347","","Nicaea","AE 2007, 1329","2nd c. AD","Greek"
"1348","PH278185","Nicaea","IK Iznik 1119","2nd c. AD","Greek"
"1349","PH278196","Nicaea","IK Iznik 1141","2nd c. AD","Latin"
"1350","PH278200","Nicaea","IK Iznik 1152","2nd c. AD","Greek"
"1351","PH278233","Nicaea","IK Iznik 1244","2nd c. AD","Greek"
"1352","PH278235","Nicaea","IK Iznik 1246","2nd c. AD","Greek"
"1353","PH278238","Nicaea","IK Iznik 1250","2nd c. AD","Greek"
"1354","PH278247","Nicaea","IK Iznik 1259","2nd c. AD","Greek"
"1355","PH278288","Nicaea","IK Iznik 1317","2nd c. AD","Greek"
"1356","PH278299","Nicaea","IK Iznik 1328","2nd c. AD","Greek"
"1357","PH278339","Nicaea","IK Iznik 1368","2nd c. AD","Greek"
"1358","PH278451","Nicaea","IK Iznik 1486","2nd c. AD","Greek"
"1359","PH277935","Nicaea","IK Iznik 213","2nd c. AD","Greek"
"1360","PH277943","Nicaea","IK Iznik 221","2nd c. AD","Greek"
"1361","PH277958","Nicaea","IK Iznik 280","2nd c. AD","Greek"
"1362","PH279799","Nicaea","SEG 30: 1430","2nd c. AD","Greek"
"1363","PH279819","Nicaea","SEG 34: 1263","2nd c. AD","Greek"
"1364","PH279820","Nicaea","SEG 34: 1264","2nd c. AD","Greek"
"1365","PH279821","Nicaea","SEG 34: 1265","2nd c. AD","Greek"
"1366","PH279939","Nicaea","SEG 43: 897","2nd c. AD","Latin"
"1367","PH278344","Nicaea","IK Iznik 1373","2nd - 3rd c. AD?","Greek"
"1368","","Nicaea","AE 2005, 1426","2nd - 3rd C. AD","Greek"
"1369","","Nicaea","AE 2006, 1388","2nd - 3rd c. AD","Greek"
"1370","PH278144","Nicaea","IK Iznik 1056","2nd - 3rd c. AD","Greek"
